Writer,Content,Date,Like,Tag,Comments,Url
hoypila,님에게 회신 살 빼고 싶다구?! 이것만 지켜도 살뺄수있어!😘❣️,7-6,23.2K,"['#다이어트', '#살빼는법', '#습관만들기']",177,https://www.tiktok.com/@hoypila/video/7252637965489392914?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,검은띠가 간지긴 하지😎,2022-7-18,32.2K,"['#추천', '#fyp', '#틱톡스포츠', '#용인대학교', '#judo', '#용용용', '#배네타']",260,https://www.tiktok.com/@yyy_judo/video/7121571143760366849?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
kuyujinsf,배구경기 중 조명에 맞고 코트위에서 사라진 공 …!재밌는 장면😹,7-16,11.3K,"['#대학스포츠', '#kusf', '#한국대학스포츠협의회']",86,https://www.tiktok.com/@kuyujinsf/video/7256067080666107137?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
sandbox.fc,입 벌려 골 들어간다 ⚽️,23시간 전,1732,"['#풋살', '#futsal', '#축구', '#goal', '#goals', '#football', '#dribble', '#fyp', '#틱톡스포츠']",0,https://www.tiktok.com/@sandbox.fc/video/7308288857634622722?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
gkocoach,한 수 가르쳐드렸습니다,2022-10-2,23.5K,"['#인생은실전', '#배네타', '#파트너크리에이터', '#골키퍼', '#축구', '#goalkeeper']",97,https://www.tiktok.com/@gkocoach/video/7149883267557133569?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
kimduduk,미국역사상 최악의 스포츠선수,2022-8-7,52K,"['#최악', '#역대급', '#다람', '#에듀톡', '#김더덕']",426,https://www.tiktok.com/@kimduduk/video/7129089516861803777?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,진짜 많이 물어보셨던 정보 모음!!🤩,2022-9-17,19.2K,"['#추천', '#유도', '#용인대학교', '#judo', '#용용용', '#파트너크리에이터']",171,https://www.tiktok.com/@yyy_judo/video/7144271671065644290?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
shindonghwan1,요즘 유행인 여자친구 들어서 사진찍기 (@자기야 들어줘),2022-7-25,19.6K,"['#운동인에게여름이란', '#틱톡스포츠', '#커플샷']",92,https://www.tiktok.com/@shindonghwan1/video/7124166031513259266?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
fingerstop_540,한국을 빛낸 스포츠 선수들,2022-8-12,31.6K,"['#틱톡', '#손흥민', '#이야', '#후후', '#심심할때']",1294,https://www.tiktok.com/@fingerstop_540/video/7130804771862203649?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,파는 업어치기 하는 법!! / Morote-seoi-nage tutorial😎,2-4,186.5K,"['#fyp', '#유도', '#judo', '#용인대학교', '#용용용']",844,https://www.tiktok.com/@yyy_judo/video/7196215644243758338?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
lee_an0926,이거 해본 사람🤣🤣🤣,2022-9-13,1697,"['#스타필드', '#스포츠몬스터', '#드롭슬라이드']",67,https://www.tiktok.com/@lee_an0926/video/7142679754435513601?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,전국 운동부들 무조건 공감ㅋㅋㅋㅇㅈ?? 외박 알릴 때 유형!!🤣,2-9,12.3K,"['#추천', '#fyp', '#유도', '#judo', '#용인대학교', '#용용용']",52,https://www.tiktok.com/@yyy_judo/video/7198015752711064834?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
sstg.xx,1조원이 날라간 부상 ㄷㄷㄷ,2022-7-24,91K,"['#농구', '#틱톡스포츠']",117,https://www.tiktok.com/@sstg.xx/video/7123879472633318658?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,흰 띠와 검은띠 차이 테이핑편!! 짬은 무시 못 하지~~🤩,2022-6-8,121K,"['#fyp', '#틱톡스포츠', '#유도', '#용인대학교', '#judo']",331,https://www.tiktok.com/@yyy_judo/video/7106730167556492546?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
official_sharp,롱킥 차는 방법!,2022-8-17,27.3K,"['#축구', '#틱톡스포츠', '#football']",119,https://www.tiktok.com/@official_sharp/video/7132715610814942466?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
ejuno22,체조선수가 계단 내려가는 방법,2021-3-31,19.1K,"['#틱톡스포츠', '#체조선수', '#국가대표', '#계단내려가기', '#gymnast']",243,https://www.tiktok.com/@ejuno22/video/6945653283822275842?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,운동 종목별 더미를 만난다면? part.2✌️,2022-8-10,182.3K,"['#추천', '#틱톡스포츠', '#유도', '#용인대학교', '#judo', '#배네타']",779,https://www.tiktok.com/@yyy_judo/video/7130104393206156545?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,도복으로 토트백 만드는 법!! / How to make a Totebag with Judogi😎,8-12,156.1K,"['#추천', '#fyp', '#유도', '#judo', '#틱톡스포츠']",677,https://www.tiktok.com/@yyy_judo/video/7266378932851723521?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
zisik_cat,개멋있다 스포츠맨십...😻😻😻,2022-9-20,38.6K,"['#지식', '#상식', '#파트너크리에이터', '#틱톡쌤', '#틱톡교실']",194,https://www.tiktok.com/@zisik_cat/video/7145401252191522049?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
torono19,육상 스타 김민지 압도적 골반 스타트 ㄷㄷ,10-15,274,[],1,https://www.tiktok.com/@torono19/video/7289450181400087810?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
soo.ndub,,2022-9-30,1843,"['#kusf', '#대학스포츠', '#러너', '#틱톡스포츠']",82,https://www.tiktok.com/@soo.ndub/video/7149084959712480514?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
user3224973539226,,10-3,9680,"['#신기한영상', '#여자운동선수', '#cutebaby', '#여신', '#beauty', '#심심할때', '#borenaarea', '#세레머니']",199,https://www.tiktok.com/@user3224973539226/video/7285726074527337730?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
sstg.xx,제라드 커리어 넘버원 위기,2022-6-25,30K,"['#위기', '#제라드', '#해외축구', '#epl', '#틱톡스포츠']",125,https://www.tiktok.com/@sstg.xx/video/7113121035997744385?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
strongman.daddy,,2022-8-24,9150,"['#틱톡스포츠', '#강호동케틀벨', '#케틀벨넘기기', '#애비랜드TV', '#헬스', '#팔씨름', '#악력기', '#악력']",168,https://www.tiktok.com/@strongman.daddy/video/7135303657301495041?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
redbullkr,칠레 발파라조 골목골목을 자전거 하나로 누비는 다이나믹한 여행🚲,2022-2-28,560.2K,"['#레드불', '#날개를펼쳐줘요', '#자전거', '#라이딩']",6274,https://www.tiktok.com/@redbullkr/video/7069655052977261829?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
kr_football_story,여자축구와 남자축구의 차이,9-10,14.3K,"['#여자축구', '#남자축구', '#해외축구']",624,https://www.tiktok.com/@kr_football_story/video/7275948867709848839?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
sstg.xx,인생은 한방이다,2022-8-17,45.4K,"['#호날두', '#맨유', '#조지나', '#틱톡스포츠']",202,https://www.tiktok.com/@sstg.xx/video/7132794391608986881?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
ok2_healing,수영 대회 1등 하는 법 . . . .,10-24,22.2K,"['#일본웃짤', '#인기유머', '#ㅋㅋㅋㅋ', '#연애', '#럽스타', '#소통', '#커플', '#집순이']",423,https://www.tiktok.com/@ok2_healing/video/7293180095412391170?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
lee2kyung,우리의 우정은 몇 점?,1-22,156.6K,"['#이이경', '#leeyikyung']",280,https://www.tiktok.com/@lee2kyung/video/7191242407084625154?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
____lljjyy___,,4-23,65.7K,"['#태권도', '#틱톡스포츠', '#추천', '#soonent', '#taekwondo']",547,https://www.tiktok.com/@____lljjyy___/video/7225231826980195586?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,유도를 배워야하는 이유..ㄷㄷ,2022-12-2,175.7K,"['#추천', '#fyp', '#용인대학교', '#용용용', '#틱톡스포츠', '#파트너크리에이터']",927,https://www.tiktok.com/@yyy_judo/video/7172477503624203522?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
jjoktv0674,홈런콜~~! 이다혜 치어리더~~! 기아의 꽃 ㅋㅎ,6일 전,7119,"['#이다혜치어리더', '#이다혜❤', '#이다혜이쁘다']",19,https://www.tiktok.com/@jjoktv0674/video/7306204779351526674?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,운동할 때 먹으면 좋은 보조제 추천!!😎,2022-9-25,9736,"['#추천', '#유도', '#용인대학교', '#judo', '#용용용', '#파트너크리에이터']",93,https://www.tiktok.com/@yyy_judo/video/7147245565879831809?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
zeroheesi,후덜덜한 학벌의 출연진들,2022-9-6,28.1K,['#환승연애2'],190,https://www.tiktok.com/@zeroheesi/video/7140280694151908610?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
allathletic,[],2022-8-30,5756,"['#ryan', '#garcia', '#복싱', '#스포츠', '#추천']",0,https://www.tiktok.com/@allathletic/video/7137527983320894721?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
liivsandbox,"e스포츠 고등학교라면 이 정도 시설은 있어야지... It's common in gamer's country, Korea.",2022-1-8,45.2K,"['#LSB', '#gamer', '#lmht']",868,https://www.tiktok.com/@liivsandbox/video/7050406943638228225?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
whittori12,e스포츠과 가방 좀 보여 주실 수 있나요? esports Can you show me your bag?,8-8,149.6K,"['#고3', '#고3입니다', '#고3의일상']",565,https://www.tiktok.com/@whittori12/video/7264954478137249025?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
uioplmkm,뜀틀넘는유형,2022-4-5,60.3K,"['#태권도', '#틱톡스포츠', '#태권도장유형', '#유형']",622,https://www.tiktok.com/@uioplmkm/video/7083086602506915074?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
sillllling,김강민선수와 레슬링 덤벨 트위스트,2022-10-24,51.8K,"['#보디빌더', '#나바왕자', '#나바코리아', '#헬스', '#헬창', '#고립']",542,https://www.tiktok.com/@sillllling/video/7158066643367775489?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
sportbible,Antony’s footwork yesterday… 👀,1-29,402.3K,"['#sports', '#football', '#soccer', '#manchesterunited']",2070,https://www.tiktok.com/@sportbible/video/7194002493989276934?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,소매 안뒤축 감아치기 하는 법! / Sode-Kouchi-makikomi tutorial🤩,3-1,75.4K,"['#fyp', '#추천', '#유도', '#judo', '#용인대학교']",413,https://www.tiktok.com/@yyy_judo/video/7205519717392502017?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
jinkbros,후덜덜 하네... Feat.속도업버전ㅋㅋㅋ 🔆공감할만 한,2022-7-18,6106,"['#테그', '#야']",105,https://www.tiktok.com/@jinkbros/video/7121509990241717505?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
you._.vley,"잼민이의 스포츠 몬스터 슬라이드 2단계 체험기 ,,",2021-1-29,43.5K,"['#fyp', '#추천', '#04', '#하트']",700,https://www.tiktok.com/@you._.vley/video/6923166682919865601?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
shindonghwan1,남고에 치어리더들이 가면 생기는일,2022-10-29,79.2K,"['#원주고', '#틱톡스포츠', '#파트너크리에이터', '#추천']",112,https://www.tiktok.com/@shindonghwan1/video/7159764902276500737?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
im.tt_y,,2022-9-28,409,"['#kusf', '#대학스포츠', '#러너', '#틱톡스포츠', '#tabletennis', '#wtt', '#卓球', '#乒乓球', '#신유빈', '#전지희']",8,https://www.tiktok.com/@im.tt_y/video/7148355754968304897?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
mmkeditsoficial,What a Control Incredible 🤩,10-20,592.9K,"['#football', '#control']",1223,https://www.tiktok.com/@mmkeditsoficial/video/7292049027305082117?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
gk_doblock,클로제가 생각나는 영상,2022-11-6,8183,"['#파트너크리에이터', '#비저블스포츠', '#축구', '#골키퍼', '#goalkeeper']",94,https://www.tiktok.com/@gk_doblock/video/7162915922624269569?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
gkocoach,손가락 꺾였을땐 꼭 이렇게 하세요!🧤,2022-12-22,29.7K,"['#틱톡스포츠', '#파트너크리에이터', '#축구', '#골키퍼', '#오코치']",75,https://www.tiktok.com/@gkocoach/video/7179983883935501569?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
kejin9645,,2021-7-31,2090,"['#도쿄올림픽', '#배구', '#김연경선수', '#식빵', '#KUSF', '#러너', '#틱톡스포츠']",50,https://www.tiktok.com/@kejin9645/video/6991022721769475329?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
jangyejun22,Willam Orrell's World Best Record!,2021-11-10,7102,"['#Best', '#speedstacking', '#stacking', '#Record', '#Good']",97,https://www.tiktok.com/@jangyejun22/video/7028927838774447362?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
maxqtv,2023년 상반기 머슬마니아 미즈비키니 노비스 1위&스포츠모델 노비스 여자1위 유슬아,7-5,80,"['#맥스큐', '#머슬마니아']",0,https://www.tiktok.com/@maxqtv/video/7252268604530380050?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
ball_storl,맨시티 징계를 이김,2시간 전,96,[],6,https://www.tiktok.com/@ball_storl/video/7308613577991015682?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
beautyiconkr,대체 체지방이 몇%일까 생각되는 육상언니들...스타트할때 대퇴사근 꼭 봐죠야함 ㅠ 걸을땐 복근 꼭 봐줘야함 ㅠㅠ,3-31,130.4K,['#운동하는언니'],609,https://www.tiktok.com/@beautyiconkr/video/7216516756662226178?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
pyun_lab,,6-12,11.5K,"['#유머영상모음', '#아무거나올리는사람', '#운동', '#틱톡코미디', '#웃긴짤', '#memes', '#유머모음']",145,https://www.tiktok.com/@pyun_lab/video/7243723504053456146?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,더미야 올해도 잘 부탁해🧸💖,1-4,140K,"['#추천', '#fyp', '#용인대학교', '#용용용', '#틱톡스포츠', '#파트너크리에이터']",351,https://www.tiktok.com/@yyy_judo/video/7184658514260806913?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
gk_doblock,상대방의 슈팅을 무시하면 안되는 이유,2-27,5058,"['#파트너크리에이터', '#틱톡스포츠', '#축구', '#골키퍼', '#goalkeeper']",219,https://www.tiktok.com/@gk_doblock/video/7204685043648777473?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
extreme.kr,연륜의 벽을 넘을 수 있을 것인가!,2022-11-29,57.5K,"['#블랙컴뱃', '#예능', '#싸움', '#운동', '#운동선수', '#운동영상']",443,https://www.tiktok.com/@extreme.kr/video/7171361634848361729?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
jjoktv0674,배구공 맞는 정의정 치어리더 ㅋㅋ 누가던졌니...? #배구,11-21,1087,"['#배구', '#배구치어리더', '#치어리더', '#정희정치어리더']",14,https://www.tiktok.com/@jjoktv0674/video/7303665083136150802?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,도장 가서 친구한테 해보쟈🤪,2022-11-13,14.6K,"['#추천', '#fyp', '#용인대학교', '#judo', '#용용용', '#파트너크리에이터']",87,https://www.tiktok.com/@yyy_judo/video/7165454002883169537?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,운동할 때 공감 포인트 인정??😜,2022-5-24,34.2K,"['#추천', '#fyp', '#용인대학교', '#judo', '#용용용', '#배네타']",173,https://www.tiktok.com/@yyy_judo/video/7101161815622700289?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,마지막 이 정도면 거의 날았는데??🤩,2022-11-23,293.7K,"['#추천', '#용인대학교', '#용용용', '#틱톡스포츠', '#파트너크리에이터']",820,https://www.tiktok.com/@yyy_judo/video/7169175738501958913?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
sstg.xx,진심이 담긴 눈물,2022-8-20,24K,"['#하석주', '#차범근', '#월드컵']",103,https://www.tiktok.com/@sstg.xx/video/7133897603032403202?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,운동부 겉친과 찐친의 차이 ㅇㅈ??🤣,2022-12-27,43.1K,"['#추천', '#용인대학교', '#용용용', '#틱톡스포츠', '#파트너크리에이터']",85,https://www.tiktok.com/@yyy_judo/video/7181757351333072129?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yeejinkim_,재업,2019-10-23,4688,"['#friends', '#annemarie', '#poledancing', '#polechallenge', '#polefitness', '#폴댄스', '#폴댄스영상']",28,https://www.tiktok.com/@yeejinkim_/video/6750800677024353537?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
team1llusion,이거 가능한 사람⁉️ Who can do this❓,2-16,676.8K,"['#soonent', '#파트너크리에이터', '#나처럼해봐요']",279,https://www.tiktok.com/@team1llusion/video/7200719171267710209?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
sandbox.fc,발등 컨디션 최상? 🧞‍♂️,19시간 전,1018,"['#풋살', '#futsal', '#축구', '#goal', '#goals', '#football', '#dribble', '#fyp', '#틱톡스포츠']",1,https://www.tiktok.com/@sandbox.fc/video/7308339649141902593?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
gkocoach,초등학교 3학년의 골키퍼 세이빙😮,2022-10-7,52.6K,"['#배네타', '#파트너크리에이터', '#골키퍼', '#축구', '#나처럼해봐요']",67,https://www.tiktok.com/@gkocoach/video/7151417331867045122?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
gk_doblock,님과,2022-12-12,6401,"['#듀엣', '#파트너크리에이터']",119,https://www.tiktok.com/@gk_doblock/video/7176262304688835842?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
masterjin,태권도장에서 사탕받을 때 유형🤣,2022-10-6,50.2K,"['#틱톡스포츠', '#파트너크리에이터', '#soonent']",136,https://www.tiktok.com/@masterjin/video/7151334196429032706?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
simbongjwa79,간지나는 치달,2021-7-3,323.6K,"['#football', '#축구', '#떡상하자']",2483,https://www.tiktok.com/@simbongjwa79/video/6980569100493786369?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
567z567,#야구 #야구직관 #야구장 #tiktoker #엔씨다이노스 #SSG #LG트윈스 #KT위즈 #롯데자이언츠 #기아타이거즈 #두산베어스 #삼성라이온즈 #야구점퍼 #오육칠즈 #tiktok #tictokcomedy,11-24,3082,"['#야구', '#야구직관', '#야구장', '#tiktoker', '#엔씨다이노스', '#SSG', '#LG트윈스', '#KT위즈', '#롯데자이언츠', '#기아타이거즈', '#두산베어스', '#삼성라이온즈', '#야구점퍼', '#오육칠즈', '#tiktok', '#tictokcomedy']",87,https://www.tiktok.com/@567z567/video/7304844634683919634?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,살벌했던 실기장 분위기..🥶,2022-10-9,30.3K,"['#추천', '#fyp', '#틱톡스포츠', '#용인대학교', '#judo', '#용용용', '#파트너크리에이터']",77,https://www.tiktok.com/@yyy_judo/video/7152372113691757825?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
khj_.k,심폐소생술 !!,2022-7-8,1318,"['#CPR', '#심폐소생술', '#KUSF', '#틱톡스포츠', '#선수트레이너', '#체대', '#나이키']",14,https://www.tiktok.com/@khj_.k/video/7117888850042703106?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
strongman.daddy,님에게 회신,2022-2-10,44.7K,"['#파운드로', '#악력', '#초등학생', '#평균악력', '#50kg될듯']",2582,https://www.tiktok.com/@strongman.daddy/video/7062850995109235970?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
k_gyun52,이렇게 맞으면 죽을 듯,2022-7-29,15.2K,"['#펀치기계', '#복싱', '#격투기', '#펀치', '#틱톡스포츠', '#추천', '#배네타']",100,https://www.tiktok.com/@k_gyun52/video/7125641661694168321?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
hanjinowner,퇴장 당할만하다 ? 억울하다??,6일 전,515,"['#리얼무토', '#오운완', '#스포츠']",54,https://www.tiktok.com/@hanjinowner/video/7306382868563905800?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
leeeee_97,무엇이 가장 좋나요 ? 🇰🇷,2022-9-15,939.7K,"['#틱톡스포츠', '#파트너크리에이터', '#발차기', '#모음집', '#운동선수', '#추천', '#kick']",4044,https://www.tiktok.com/@leeeee_97/video/7143609259593321729?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
gglu_dd0ng,말투 다른게 꽤 귀엽군.,2022-10-9,64.9K,"['#ㅊㅊ', '#fyp', '#추천', '#08']",302,https://www.tiktok.com/@gglu_dd0ng/video/7152521677333662977?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
extreme.kr,감자드립은 계속 보게 됨ㅋㅋㅋ,4-5,20.2K,"['#블랙컴뱃', '#운동', '#운동자극', '#틱톡스포츠', '#추천', '#추천추천']",56,https://www.tiktok.com/@extreme.kr/video/7218430105750686978?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
sprots___story,골을 안막는 천재골키퍼,11-16,19.1K,[],102,https://www.tiktok.com/@sprots___story/video/7301944948578995457?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,여러분 뭐가 진짜인가요?!! 댓글로 남겨주세요!!😎,2022-10-26,9733,"['#틱톡스포츠', '#유도', '#용인대학교', '#judo', '#용용용']",380,https://www.tiktok.com/@yyy_judo/video/7158725642517744897?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
jhj1532000naverco,김연경선수의괘짜속공?,2021-8-15,39.3K,['#첫영상은_추천_뜬다던데'],315,https://www.tiktok.com/@jhj1532000naverco/video/6996468002128399618?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
gtsporttkd,Flexibility is a must! Great job Ari🥰 . . . . . . . . . . . . . . . . #,3-22,380.9K,"['##martialarts', '##taekwondo', '##tkd', '##kicking']",2495,https://www.tiktok.com/@gtsporttkd/video/7213134857298300206?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
stn_sports,,4-7,9473,"['#STNSPORTS', '#SPORTS', '#KOREA', '#athletics', '#배윤진', '#기영난', '#육상']",101,https://www.tiktok.com/@stn_sports/video/7219209655401073921?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
sportsgcom,'분노' 무섭고 살벌했던,2022-10-17,25.3K,"['#FC서울', '#worldcup', '#kleague', '#fcseoul', '#축구', '#K리그']",843,https://www.tiktok.com/@sportsgcom/video/7155301553665084674?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
hvevin__,팩폭 2탄,2022-10-20,78.1K,"['#entp', '#mbti', '#틱톡순삭', '#파트너크리에이터']",869,https://www.tiktok.com/@hvevin__/video/7156517635436367105?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
team1llusion,저는 몇 개 나온 거 같아 보이나요? 😅,2021-9-2,41K,"['#나의팔힘은', '#틱톡스포츠', '#soonent']",3134,https://www.tiktok.com/@team1llusion/video/7003313593861065985?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
sandbox.fc,골문 앞 언제나 대기 중 ⚽️,18시간 전,1385,"['#풋살', '#futsal', '#goal', '#goals', '#football', '#dribble', '#fyp', '#틱톡스포츠']",1,https://www.tiktok.com/@sandbox.fc/video/7308364076634131713?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,기숙사 생활해 본 사람..?🤣,2022-11-4,14K,"['#추천', '#fyp', '#틱톡스포츠', '#용인대학교', '#judo', '#용용용', '#파트너크리에이터']",41,https://www.tiktok.com/@yyy_judo/video/7162080668124531970?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
sportsgcom,축구 국가대표 선수들 군복 핏 멋있어..,2022-7-1,129.5K,['#football'],308,https://www.tiktok.com/@sportsgcom/video/7115392941929008386?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
strongman.daddy,7세 어린이,2022-8-27,6597,"['#벤치프레스', '#틱톡스포츠', '#웨이트트레이닝', '#근육', '#다이어트', '#추첨', '#태권도', '#줄넘기']",97,https://www.tiktok.com/@strongman.daddy/video/7136338752405769474?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
hyewonwee,"77사이즈 girl들아~💕 이렇게 입으면 핀터레스트girl 쌉가능🤍 *영상에 나오는 모든 제품은 내돈내산입니다💸 제품 정보🖤 Look 1 Inner: 샵사이다 솔리드 레이스 트리밍 크롭 캐미탑, 화이트, L size, 7,900원 Top: 리브어리 [MADE]랜디아 아일렛 가디건, 그레이시소라, 29,800원 Bottom: 에즈이프 캘리 PARACHUTE CARGO PANTS KHAKI, free, 품절 Bag: 잔스포츠 하프파인트, 블랙, 품절 Shoes: 나이키 Look 2 Outer: 코코블랑 허밋 썸머볼레로 가디건, 회색, 13,900원 Top: 아쿠비클럽 [ACUBI CLUB] 엘라스틱 레이스 슬리브리스 탑, 진베이지, 14,000원 Bottom: 샵사이다 시폰 스팽글 러플 하이웨스트 미니 스커트, L size, 34,800원 ⬅️ L szie 품절이에요😩 Bag: 일리고 라인 호보백, 블랙, 128,000원 Shoes: 슈슐랭 하이 웨스턴 부츠 워커, 블랙, 250, 68,000원 Look 3 Top: 시너진 스트랩 버클 브이넥 골지가디건, 차콜, 30,400원 Bottom: 블랙업 (UNISEX)바미언 나일론 팬츠, 차콜, 34,000원 Bag: 키플링 22fw 시티백 미니 백팩 KMCBA02, 188,000원 Shoes: 나이키 Look 4 Top: 틸데서울 햄프 슬림 랩 후디, 블랙, 25,500원 Bottom: 애니원모어 푸라 차콜 롱 와이드 팬츠, L szie, 26,000원 Bag: 잔스포츠 하프파인트, 블랙, 품절 Shoes: 슈슐랭 하이 웨스턴 부츠 워커, 블랙, 250, 68,000원 Look 5 Top: 샵사이다 오프숄더 러치드 종 슬리브 탑, L size 26,700원 Botoom: 샵사이다 솔리드 하이웨스트 카고 파라슈트 스커트, L size, 34,000원 Bag: 무르 아띠백 실버, 112,000원 Shoes: 슈슐랭 하이 웨스턴 부츠 워커, 블랙, 250, 68,000원 ☑️헤원 신체사이즈☑️ 키: 163cn 몸무게: 74kg 허리 둘레 : 79cm 가슴 둘레: 105cm 엉덩이 둘레: 107cm 💌 Mail: wihaewon95@gmail.com",9-11,56.5K,[],537,https://www.tiktok.com/@hyewonwee/video/7277546505450310920?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
shoot_for_love,반응속도 미.쳤.다.,2021-3-5,13.6K,"['#슛포러브', '#shootforlove', '#football', '#badminton', '#조현우']",91,https://www.tiktok.com/@shoot_for_love/video/6936090675670764805?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
yyy_judo,아프다고 할 때 사범님 대우 차이🤣,2022-6-4,35K,"['#추천', '#유도', '#용인대학교', '#judo', '#용용용', '#배네타']",116,https://www.tiktok.com/@yyy_judo/video/7105243548672445698?q=%EC%8A%A4%ED%8F%AC%EC%B8%A0
